id,Unnamed: 2,Turkishname,Polishname
122519,حميد جاوشي,,
122520,أحمد حاريسي,,
122521,ورد السلامة,,
122522,مهنا وقاص,,
122523,إبراهيم الخالدي,,
122524,محمد الذفيري,,
122525,خالد نيشوف,,
122526,عبدالله خطاب,,
122527,أشرف بودراما,,
122528,سليمان سكندة,,
122529,خالد الشمراني,,
122530,خالد السبيعي,,
122531,سلطان غنيمان,,
122532,ناصر الذفيري,,
122533,ياسر سويدان,,
122534,علي السبياني,,
122535,ياسين حمزة,,
122536,ناصر حلايل,,
122537,كرم برناوي,,
122538,علي الشيخي,,
122539,عيد القحطاني,,
122540,لحواري تولاه,,
122541,سعيد الزهراني,,
122542,تركي الصوفيان,,
122543,حسن رغفاوي,,
122544,ماجدي عطار,,
122545,عبدالرحمن الحارثي,,
122546,عبدالله الرشيدي,,
122547,محمد عطية,,
122548,عبدالمجيد الزهراني,,
122549,عبدالعزيز عسيري,,
122550,هشام بلكروية,,
122551,ناصر السياري,,
122552,عبدالعزيز القحطاني,,
122553,محمد الشيخي,,
122554,حسين هوساوي,,
122555,لامين ساماث,,
122556,فهد الصحافي,,
122557,البراء بادهم,,
122558,منصور المواليدي,,
122559,محمد عبد الحميدي,,
122560,ياسر عبداللي,,
122561,عثمان ملون,,
122562,ماجد مطير,,
122563,مشعل فارس,,
122564,طارق هوساوي,,
122565,محمد المنشاه,,
122566,بيكوتي,,
122567,نواف الفارس,,
122568,محمد النفيس,,
122569,سالم داودا,,
122570,غالب العنزي,,
122571,سعد الدوسري,,
122572,لؤي هوساوي,,
122573,عبدالله الدغيري,,
122574,محمد اليامي,,
122575,إزغي أليوسكي,,
122576,عبدالوهاب الهندي,,
122577,دانلر,,
122578,فهد الأحمد,,
122579,عبدالرحمن غديب,,
122580,إدوارد,,
122581,فيليب برداريك,,
122582,حسين هاشم العلي,,
122583,عمر السامي,,
122584,أمين العظمري,,
122585,حمدان محمد عسير,,
122586,أمين مجد,,
122587,عبدالعزيز المجرن,,
122588,علي نداو,,
122589,نوح الموسى,,
122590,سليمان المصباح,,
122591,ياسر المصلي,,
122592,الفرشان,,
122593,النفيسة,,
122594,سيلة,,
122595,العزيزي,,
122596,الدوسري,,
122597,لؤي,,
122598,الضغيري,,
122599,م اليامي,,
122600,أندريا,,
122601,دريسي,,
122602,دارا,,
122603,الغامدي,,
122604,سليم,,
122605,أكونو,,
122606,يوحنّس,,
122607,العقل,,
122608,هيلاني,,
122609,الفرجي,,
122610,طه,,
122611,المنشاوي,,
122612,بيكيه,,
122613,الفرشان,,
122614,النفيسة,,
122615,سيلة,,
122616,العزيزي,,
122617,الدوسري,,
122618,لؤي,,
122619,الضغيري,,
122620,م اليامي,,
122621,أليوسكي,,
122622,عبدالله,,
122623,دانكوا,,
122624,فهد,,
122625,عبد الرحيم,,
122626,ادواردو,,
122627,براداريتش,,
122628,ضعيفري,,
122629,نتش,,
122630,خطيب,,
122631,بودرة,,
122632,ساكاندي,,
122633,شمراني,,
122634,صوبي,,
122635,غانم,,
122636,سعيدان,,
122637,معتصم,,
122638,سبياني,,
122639,حمزة,,
122640,هلال,,
122641,برناوي,,
122642,شاكي,,
122643,قطاني,,
122644,طويل,,
122645,زهران,,
122646,دحيلان,,
122647,ميشرا,,
122648,هشام,,
122649,جعفري,,
122650,أحمد,,
122651,ناصر,,
122652,رضى,,
122653,موامبا,,
122654,أوما,,
122655,عبدالله,,
122656,مشاروي,,
122657,شيخرا,,
122658,حماد,,
122659,إبراهيم,,
122660,نواد,,
122661,شاكر,,
122662,عبدالرحمن,,
122663,وسام,,
122664,الخميس,,
122665,صالح,,
122666,أكرم,,
122667,جوناثان,,
122668,الأمين,,
122669,حمداني,,
122670,الفارس,,
122671,دارستاني,,
122672,حواري,,
122673,بلهارث,,
122674,ماجد,,
122675,مصطفى,,
122676,حواري,,
122677,شيخاتي,,
122678,نشيط,,
122679,دستري,,
122680,محسن,,
122681,النخيل,,
122682,محسن,,
122683,عبدالعزيز,,
122684,منير,,
122685,وليد,,
122686,محمد,,
122687,عبدالله,,
122688,دوست,,
122689,فهد,,
122690,قاسم,,
122691,بدر,,
122692,عادل,,
122693,طيب,,
122694,أحمد,,
122695,خالد,,
122696,دوحي,,
122697,مشعل,,
122698,حمدان,,
122699,جعفر,,
122700,الحارث,,
122701,السليم,,
122702,الموفق,,
122703,اليعقوبي,,
122704,الشريف,,
122705,الزهري,,
122706,ع. الحافظ,,
122707,ن. الصوفي,,
122708,ع. الحكيم,,
122709,ع. اليعقوب,,
122710,ع. الجزائري,,
122711,ت. مكي,,
122712,س. الصفوان,,
122713,س. عامر,,
122714,ع. الشريف,,
122715,ع. الحكيم,,
122716,ن. الجوهري,,
122717,ع. المهدي,,
122718,ر. ليموس,,
122719,م. القحطاني,,
122720,ك. جيريرو,,
122721,د. تاجوري,,
122722,ك. الهادي,,
122723,ع. الصافي,,
122724,ف. القحطاني,,
122725,ب. جوميس,,
122726,م. ميراليم,,
122727,و. الحارثي,,
122728,ع. الهادي,,
122729,ن. السعيد,,
122730,ع. القاسمي,,
122731,ع. المبارك,,
122732,ع. الجزائري,,
122733,ع. الأزهري,,
122734,م. البواردي,,
122735,إديسون,,
123043,,,Łokomy
123470,,Bilge,
123471,,Bekleviçhan,
123473,,Paolette,
123476,,Keleştaş,
123477,,Dursuner,
123625,,,Michelski
130918,,,P.Kiaszek
133098,,,J.Świerczak
