Id_,EN,FR,IT,DE,ES,JA,PT,RU,ZH_CN,ZH_TW,ZH_HK,KO,AR,NL,TR,ID,TH,VI,EN_GB,FA,PL,SV,HI
SpanishA_CórdobaCF,Córdoba,Cordoue,Cordova,Córdoba,Córdoba,コルドバ,Córdova,Кордова,科尔多瓦,哥多華,哥多華,코르도바,قرطبة,Córdoba,Córdoba,Córdoba,กอร์โดบา,Córdoba,,,Kordoba,,
SpanishA_SDAmorebieta,Amorebieta-Etxano,Amorebieta-Etxano,Amorebieta-Etxano,Amorebieta-Etxano,Amorebieta-Echano,アモレビエタ＝エチャノ,Amorebieta-Echano,Аморебьета-Эчано,阿莫雷维耶塔-埃查诺,阿莫雷維耶塔-埃查諾,阿莫雷維耶塔-埃查諾,,أموريبيتا-إيتكسانو,Amorebieta-Etxano,Amorebieta-Etxano,Amorebieta-Etxano,อะมาเรบีต้า,Amorebieta-Etxano,,,Amorebieta- Etxano,,
SpanishA_UDSanSebastiándelosReyes,San Sebastián de los Reyes,San Sebastián de los Reyes,San Sebastián de los Reyes,San Sebastián de los Reyes,San Sebastián de los Reyes,サン・セバスティアン・デ・ロス・レイエス,San Sebastián de los Reyes,Сан-Себастьян-де-лос-Рейес,圣塞瓦斯蒂安-德洛斯雷耶斯,聖塞瓦斯蒂安-德洛斯雷耶斯,聖塞瓦斯蒂安-德洛斯雷耶斯,산세바스티안데로스레예스,سان سيباستيان دي لوس رييس,San Sebastián de los Reyes,San Sebastián de los Reyes,San Sebastián de los Reyes,นักบุญเซบาสเตียนแห่งกษัตริย์,San Sebastián de los Reyes,,,San Sebastián de los Reyes,,
SpanishA_RealMurcia,Murcia,Murcie,Murcia,Murcia,Murcia,ムルシア,Múrcia,Мурсия,穆尔西亚,莫西亞,莫西亞,무르시아,مورسيا,Murcia,Murcia,Murcia,มูร์เซีย,Murcia,,,Murcja,,
SpanishA_RacingdeFerrol,Ferrol,Ferrol,Ferrol,Ferrol,Ferrol,フェロル,Ferrol,Эль-Ферроль,费罗尔,費羅爾,費羅爾,페롤,فيرول,Ferrol,Ferrol,Ferrol,เฟร์รอล,Ferrol,,,Ferrol,,
SpanishA_RealUnión,Irun,Irun,Irun,Irun,Irún,イルン,Irun,Ирун,伊伦,伊倫,伊倫,이룬,إرون,Irun,Irun,Irún,ฉันวิ่ง,Irun,,,Irun,,
SpanishA_LinaresDeportivo,Linares,Linares,Linares,Linares,Linares,リナーレス,Linares,Линарес,利纳雷斯,利納雷斯,利納雷斯,리나레스,ليناريس,Linares,Linares,Linar,ลินาเรส,Linares,,,Linares,,
SpanishA_CFLaNucía,La Nucia,La Nucia,La Nucia,La Nucia,La Nucía,ラヌシア,La Nucia,Ла-Нусия,拉努西亚,拉努西亞,拉努西亞,라 누시아,لا نوسيا,La Nucia,La Nucia,La Nucia,ลา นูเซีย,La Nucia,,,La Nucia,,
SpanishA_DeportivodeLaCoruña,A Coruña,La Corogne,A Coruña,A Coruña,La Coruña,ア・コルーニャ,Corunha,Ла-Корунья,拉科鲁尼亚,拉科魯尼亞,拉科魯尼亞,라코루냐,لاكورونيا,A Coruña,A Coruña,A Coruña,อาโกรุญญา,A Coruña,,,A Coruña,,
SpanishA_CDAlcoyano,Alcoy,Alcoy,Alcoy,Alcoy,Alcoy,アルコイ,Alcoi,Алькой,阿尔科伊,阿爾科伊,阿爾科伊,알코이,ألكوي,Alcoy,Alcoy,Alcoi,อัลก็อย,Alcoi,,,Alcoy,,
MexicoA_SantosLaguna,Torreon,Torreon,Torreon,Torreon,Torreón,トレオン,Torreon,Торреон,托雷翁,托雷翁,托雷翁,토 레온,توريون,Torreon,Torreon,Torreon,โตร์เรียน,Torreon,,,Torreon,,
MexicoA_Leon,Leon,Léon,Leon,Leon,León,レオン,León,Леон,莱昂,萊昂,萊昂,레온,ليون,Leon,Leon,Leon,ลีออน,Leon,,,Leon,,
MexicoA_Queretaro,Queretaro,Queretaro,Queretaro,Queretaro,Querétaro,ケレタロ,Queretaro,Керетаро,克雷塔罗,克雷塔羅,克雷塔羅,케 레타로,كويريتارو,Queretaro,Queretaro,Queretaro,เกเรตาโร,Queretaro,,,Queretaro,,
MexicoA_Necaxa,Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,Aguascalientes,アグアスカリエンテス,Aguascalientes,Агуаскальентес,阿瓜斯卡达特斯,阿瓜斯卡達特斯,阿瓜斯卡達特斯,아과스칼리엔테스,أغواسكالينتس,Aguascalientes,Aguascalientes,Aguascalientes,อากวัสกาเลียนเตส,Aguascalientes,,,Aguascalientes,,
MexicoA_América,Mexico City,Mexico,città del Messico,Mexiko Stadt,Ciudad de México,メキシコシティ,Cidade do México,Мехико,墨西哥城,阿美利加,阿美利加,멕시코 시티,مكسيكو سيتي,Mexico Stad,Meksika şehri,kota Meksiko,เม็กซิโกซิตี้,thành phố Mexico,,,Mexico City,,
MexicoA_Morelia,Morelia,Morelia,Morelia,Morelia,Morelia,モレリア,Morelia,Морелия,莫雷利亚,莫雷里亞,莫雷里亞,모렐리 아,موريليا,Morelia,Morelia,Morelia,มอเรเลีย,Morelia,,,Morelia,,
MexicoA_Monterrey,Monterrey,Monterrey,Monterrey,Monterrey,Monterrey,モンテレー,Monterrey,Монтеррей,蒙特雷,蒙特里,蒙特里,몬테레이,مونتيري,Monterrey,Monterrey,Monterrey,มอนเตร์เรย์,Monterrey,,,Monterrey,,
MexicoA_Pachuca,Pachuca,Pachuca,Pachuca,Pachuca,Pachuca,パチューカ,Pachuca,Пачука,帕丘卡,帕丘卡,帕丘卡,파 추카,باتشوكا,Pachuca,Pachuca,Pachuca,ปาชูก้า,Pachuca,,,Pachuca,,
MexicoA_Guadalajara,Guadalajara,Guadalajara,Guadalajara,Guadalajara,Guadalajara,グアダラハラ,Guadalajara,Гвадалахара,瓜达拉哈拉,瓜達拉哈拉,瓜達拉哈拉,과달라하라,غوادالاخارا,Guadalajara,Guadalajara,Guadalajara,กวาดาลาฮารา,Guadalajara,,,Guadalajara,,
MexicoA_Tijuana,Tijuana,Tijuana,Tijuana,Tijuana,Tijuana,ティファナ,Tijuana,Тихуана,蒂华纳,蒂華納,蒂華納,티후아나,تيجوانا,Tijuana,Tijuana,Tijuana,ติฮัวนา,Tijuana,,,Tijuana,,
MexicoA_AtléticoSanLuis,San Luis Potosi,San Luis Potosi,San Luis Potosi,San Luis Potosi,San Luis Potosi,サンルイスポトシ,San Luis Potosi,Сан-Луис-Потоси,圣路易斯波托西,聖路易斯體育會,聖路易斯體育會,산 루이스 포토시,سان لويس بوتوسي,San Luis Potosi,San Luis Potosi,San Luis Potosi,ซันลุยส์โปโตซี,San Luis Potosi,,,San Luis Potosi,,
MexicoA_Juarez,Juarez,Juarez,Juarez,Juarez,Juárez,フアレス,Juárez,Хуарес,华雷斯城,華雷斯城,華雷斯城,후아레스,خواريز,Juarez,Juarez,Juarez,ฮัวเรซ,Juarez,,,Juarez,,
MexicoA_Toluca,Toluca,Toluca,Toluca,Toluca,Toluca,トルカ,Toluca,Толука,托卢卡,托盧卡,托盧卡,톨 루카,تولوكا,Toluca,Toluca,Toluca,โตลูกา,Toluca,,,Toluca,,
BrazilA_Flamengo,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,リオデジャネイロ,Rio de Janeiro,Рио де Жанейро,里约热内卢,法林明高,法林明高,리오 데 자네이로,ريو دي جانيرو,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,ริโอเดจาเนโร,Rio de Janeiro,,,Rio de Janeiro,,
BrazilA_Santos,Santos,Santos,Santos,Santos,Santos,サントス,Santos,Сантос,桑托斯,山度士,山度士,산토스,سانتوس,Santos,Santos,Santos,ซานโตส,Santos,,,Santos,,
BrazilA_Palmeiras,Sao paulo Green,Sao Paulo Green,Sao paulo Green,Sao Paulo Green,Sao Paulo Green,サンパウロ・グリーン,São paulo verde,Sao paulo Green,圣保罗 绿,聖保羅 綠,聖保羅 綠,상파울루 그린,ساو باولو جرين,Sao Paulo Green,Sao paulo Green,Sao paulo Green,เซาเปาโลกรีน,Sao paulo Green,,,Sao paulo Zieleń,,
BrazilA_GrêmioFoot-BallPortoAlegrense,Porto Alegre Blue,Bleu Porto Alegre,Porto Alegre Blue,Porto Alegre Blau,Porto Alegre Azul,ポルトアレグレブルー,Porto Alegre Azul,Порту-Алегри Синий,阿雷格里港 蓝,甘美奧,甘美奧,포르토 알레그레 블루,بورتو أليغري بلو,Porto Alegre Blauw,Porto Alegre Mavisi,Porto Alegre Biru,ปอร์โตอเลเกรบลู,Porto Alegre Blue,,,Porto Alegre Błękit,,
BrazilA_AtléticoParanaense,Curitiba Red,Coritiba,Coritiba,Coritiba,Coritiba,コリチーバ,Coritiba Alegre,Коритиба,科里蒂巴,寇里蒂巴,寇里蒂巴,쿠리치바,كوريتيبا ريد,Curitiba,Curitiba,Curitiba,โกริตีบ่า,Curitiba,,,Curitiba,,
BrazilA_Fortaleza,Fortaleza,Fortaleza,Fortaleza,Fortaleza,Fortaleza,フォルタレザ,Fortaleza,Форталеза,福塔莱萨,福塔雷薩,福塔雷薩,포르 탈 레자,فورتاليزا,Fortaleza,Fortaleza,Fortaleza,ฟอร์ตาเลซ่า,Fortaleza,,,Fortaleza,,
BrazilA_Goiás,Goiania,Goiania,Goiania,Goiania,Goiania,ゴイアニア,Goiania,Гояния,戈亚尼亚,戈亞斯,戈亞斯,고이 아니 아,جويانيا,Goiania,Goiania,Goiania,โกยาเนีย,Goiania,,,Goiania,,
BrazilA_Bahia,Salvador,Salvador,Salvador,Salvador,Salvador,サルヴァドール,Sao Salvador,Салвадор,萨尔瓦多,薩爾瓦多,薩爾瓦多,사우바도르,سلفادور,Salvador,Salvador,Salvador,ซัลวาดอร์,Salvador,,,Salvador,,
BrazilA_AtléticoMineiro,Belo Horizonte,Belo Horizonte,Belo Horizonte,Belo Horizonte,Belo Horizonte,ベロオリゾンテ,Belo Horizonte,Белу-Оризонти,贝洛奥里藏特,米涅羅競技,米涅羅競技,벨루 오리 존치,بيلو هوريزونتي,Belo Horizonte,Belo Horizonte,Belo Horizonte,เบโลโอรีซอนชี,Dân số,,,Belo Horizonte,,
BrazilA_SportRecife,Recife,Recife,Recife,Recife,Recife,レシフェ,Recife,Ресифи,累西腓,利斯菲體育會,利斯菲體育會,레시 페,ريسيفي,Recife,Recife,Recife,เรซีเฟ,Recife,,,Recife,,
BrazilA_SaoPaulo,Sao paulo White,Sao paulo blanc,Sao paulo White,Sao Paulo Weiß,Sao paulo Blanco,サンパウロホワイト,São paulo branco,Сан-Паулу Белый,圣保罗 白,聖保羅,聖保羅,상파울루 화이트,ساو باولو وايت,Sao Paulo Wit,Sao paulo Beyaz,Sao paulo Putih,เซาเปาโลสีขาว,Sao paulo trắng,,,Sao paulo Biel,,
BrazilA_Internacional,Porto Alegre Red,Porto Alegre Rouge,Rosso Porto Alegre,Porto Alegre Rot,Porto Alegre Rojo,ポルトアレグレレッド,Tinto porto alegre,Порту-Алегри Красный,阿雷格里港 红,國際體育會,國際體育會,포르토 알레그레 레드,بورتو أليغري ريد,Porto Alegre Rood,Porto Alegre Kırmızısı,Porto Alegre Merah,ปอร์โตอเลเกรแดง,Porto Alegre Red,,,Porto Alegre Czerwień,,
BrazilA_RegatasVascodaGama,Rio de Janeiro sailboat,Rio de Janeiro voilier,Rio de Janeiro barca a vela,Rio de Janeiro Segelboot,Rio de Janeiro velero,リオデジャネイロ帆船,Rio de Janeiro barco a vela,Рио де Жанейро парусная лодка,里约热内卢 帆船,里約熱內盧 帆船,里約熱內盧 帆船,리오 데 자네이로 요트,سيلبوت ريو دي جانيرو,Rio de Janeiro zeilboot,Rio de Janeiro yelkenli,Rio de Janeiro perahu layar,ริโอเดจาเนโรเรือใบ,Rio de Janeiro thuyền buồm,,,Rio de Janeiro Żaglówka,,
BrazilA_Florianópolis,Florianópolis,Florianópolis,Florianópolis,Florianópolis,Florianópolis,フロリアノーポリス,Florianópolis,Florianópolis,弗洛里亚诺波利斯,弗洛里亞諾波利斯,弗洛里亞諾波利斯,플로리아노폴리스,فلوريانوبوليس,Florianópolis,Florianópolis,Florianópolis,Florianópolis,Florianópolis,,,Florianópolis,,
BrazilA_Pelotas,Pelotas,Pelotas,Pelotas,Pelotas,Pelotas,ペロタス,Pelotas,Pelotas,佩洛塔斯,佩洛塔斯,佩洛塔斯,펠로타스,بيلوتاس,Pelotas,Pelotas,Pelotas,Pelotas,Pelotas,,,Pelotas,,
BrazilA_Londrina_old,Londrina,Londrina,Londrina,Londrina,Londrina,ロンドリーナ,Londrina,Londrina,隆德里纳,隆德里納,隆德里納,론드리나,لوندرينا,Londrina,Londrina,Londrina,Londrina,Londrina,,,Londrina,,
BrazilA_Ponta_Grossa,Ponta Grossa,Ponta Grossa,Ponta Grossa,Ponta Grossa,Ponta Grossa,ポンタグロッサ,Ponta Grossa,Ponta Grossa,蓬塔格罗萨,蓬塔格羅薩,蓬塔格羅薩,폰타그로사,بونتا غروسا,Ponta Grossa,Ponta Grossa,Ponta Grossa,Ponta Grossa,Ponta Grossa,,,Ponta Grossa,,
BrazilA_Chapecó,Chapecó,Chapecó,Chapecó,Chapecó,Chapecó,シャペコ,Chapecó,Chapecó,沙佩科,沙佩科,沙佩科,샤페코,تشابيكو,Chapecó,Chapecó,Chapecó,Chapecó,Chapecó,,,Chapecó,,
BrazilA_Corinthians,Sao paulo BW,Sao Paulo BW,Sao paulo BW,Sao Paulo BW,Sao Paulo BW,サンパウロ・BW,São Paulo PB,Sao paulo BW,圣保罗 黑白,聖保羅 黑白,聖保羅 黑白,상파울루 BW,ساو باولو بي دبليو,Sao Paulo BW,Sao Paulo BW,Sao Paulo BW,เซาเปาโล BW,Sao paulo BW,,,Sao paulo BW,,
BrazilA_Botafogo,Rio de Janeiro BW,Rio de Janeiro BW,Rio de Janeiro BW,Rio de Janeiro BW,Rio de Janeiro BW,リオデジャネイロ・BW,Rio de Janeiro PB,Rio de Janeiro BW,里约热内卢 黑白,里約熱內盧 黑白,里約熱內盧 黑白,리우데자네이루 BW,ريو دي جانيرو بي دبليو,Rio de Janeiro BW,Rio de Janeiro BW,Rio de Janeiro BW,ริโอเดอจาเนโร BW,Rio de Janeiro BW,,,Rio de Janeiro BW,,
BrazilA_AtléticoBragantino,Bragança Paulista,Bragança Paulista,Bragança Paulista,Bragança Paulista,Bragança Paulista,ブラガンサ パウリスタ,Bragança Paulista,Браганса-Паулиста,布拉干萨-保利斯塔,布拉幹薩保利斯塔,布拉幹薩保利斯塔,브라간사파울리스타,براغانسا باوليستا,Bragança Paulista,Bragança Paulista,Bragança Paulista,บรากังซาเปาลิสตา,Bragança Paulista,,,Bragança Paulista,,
BrazilA_AméricaFutebolClube,Belo Horizonte Green,Belo Horizonte Green,Belo Horizonte Green,Belo Horizonte Green,Belo Horizonte Green,ベロオリゾンテ・グリーン,Belo Horizonte Verde,Belo Horizonte Green,贝洛奥里藏特 绿,貝洛奧里藏特 綠,貝洛奧里藏特 綠,벨루오리존치 그린,بيلو هوريزونتي جرين,Belo Horizonte Green,Belo Horizonte Green,Belo Horizonte Green,เบโล่ เฮอรีซอนเต้ กรีน,Belo Horizonte Green,,,Belo Horizonte Zieleń,,
BrazilA_Fluminense,Rio de Janeiro RG,Rio de Janeiro RG,Rio de Janeiro RG,Rio de Janeiro RG,Rio de Janeiro RG,リオデジャネイロ・グリーン,Rio de Janeiro vermelho e verde,Rio de Janeiro RG,里约热内卢 红绿,里約熱內盧 紅綠,里約熱內盧 紅綠,리우데자네이루 RG,ريو دي جانيرو آر. جي,Rio de Janeiro RG,,Rio de Janeiro RG,ริโอเดอจาเนโร,Rio de Janeiro RG,,,Rio de Janeiro RG,,
BrazilA_Cuiabá,Cuiabá,Cuiabá,Cuiabá,Cuiabá,Cuiabá,クイアバ,Cuiabá,Куяба,库亚巴,庫亞巴,庫亞巴,쿠이아바,كويابا,Cuiabá,Cuiabá,Cuiabá,กูยาบา,Cuiabá,,,Cuiabá,,
BrazilA_Juventude,Caxias do Sul,Caxias do Sul,Caxias do Sul,Caxias do Sul,Caxias do Sul,カシアス・ド・スル,Caxias do Sul,Кашиас-ду-Сул,南卡希亚斯,南卡希亞斯,南卡希亞斯,카시아스두술,كاكسياس دو سول,Caxias do Sul,Caxias do Sul,Caxias do Sul,กาเซียส โด ซูล,Caxias do Sul,,,Caxias do Sul,,
BrazilA_Ceará,Fortaleza BW,Fortaleza BW,Fortaleza BW,Fortaleza BW,Fortaleza BW,フォルタレザ・BW,Fortaleza PB,Fortaleza BW,福塔莱萨 黑白,福塔萊薩 黑白,福塔萊薩 黑白,포르탈레자 BW,فورتاليزا بي دبليو,Fortaleza BW,Fortaleza BW,Fortaleza BW,ฟอร์ตาเลอซ่า,Fortaleza BW,,,Fortaleza BW,,
BrazilA_CruzeiroEsporteClube,Belo Horizonte Blue,Belo Horizonte Blue,Belo Horizonte Blue,Belo Horizonte Blue,Belo Horizonte Blue,ベロオリゾンテ・ブルー,Belo Horizonte Azul,Belo Horizonte Blue,贝洛奥里藏特 蓝,貝洛奧里藏特 藍,貝洛奧里藏特 藍,벨루오리존치 블루,بيلو هوريزونتي بلو,Belo Horizonte Blue,Belo Horizonte Blue,Belo Horizonte Blue,เบโล่ เฮอรีซอนเต้ บลู,Belo Horizonte Blue,,,Belo Horizonte Błękit,,
BrazilA_SampaioCorrêa,São Luís,São Luís,São Luís,São Luís,São Luís,サン・ルイス,São Luís,Сан-Луис,圣路易斯,聖路易斯,聖路易斯,상루이스,ساو لويس,São Luís,São Luís,São Luís,เซาลุยช์,São Luís,,,São Luís,,
BrazilA_Tombense,Tombos,Tombos,Tombos,Tombos,Tombos,トンボス,Tombos,Томбус,通布斯,通布斯,通布斯,텀블러,تومبوس,Tombos,Tombos,Tombo,ทอมบอส,Tombos,,,Tombos,,
BrazilA_Criciúma,Criciúma,Criciúma,Criciúma,Criciúma,Criciúma,クリシューマ,Criciúma,Крисиума,克里西乌马,克里西乌马,克里西乌马,크리시우마,كريسيوما,Criciúma,Criciúma,Criciúma,คริคูม่า,Criciúma,,,Criciúma,,
BrazilA_RegatasBrasil,Maceió Red,Maceió Red,Maceió Red,Maceió Red,Maceió Red,マルセロ・レッド,Maceió Vermelho,Maceió Red,马塞约 红,馬塞約 紅,馬塞約 紅,마세이오 레드,ماسيو ريد,Maceió Red,Maceió Red,Maceió Red,มาเซโอ้เรด,Maceió Red,,,Maceió Czerwień,,
BrazilA_GrêmioNovorizontino,Novo Horizonte,Novo Horizonte,Novo Horizonte,Novo Horizonte,Novo Horizonte,ニューホライズン,Novo Horizonte,Нову-Оризонти,新奥里藏特,新奧里藏特,新奧里藏特,뉴 호라이즌,نوفو هوريزونتي,Novo Horizonte,Novo Horizonte,Novo Horizonte,โนโว โอรีซอนชี,Novo Horizonte,,,Novo Horizonte,,
BrazilA_BrusqueFutebolClube,Brusque,Brusque,Brusque,Brusque,Brusque,ブルスク,Brusque,Бруски,布鲁斯基,布魯斯基,布魯斯基,브루스크,فظ,Brusque,Brusque,Brusque,บัสควอ,Brusque,,,Brusque,,
BrazilA_AssociaçãoChapecoense,Chapecó Green,Chapecó Green,Chapecó Green,Chapecó Green,Chapecó Green,シャペコ・グリーン,Chapecó Verde,Chapecó Green,沙佩科 绿,沙佩科 綠,沙佩科 綠,샤페코 그린,تشابيكو جرين,Chapecó Green,Chapecó Green,Chapecó Green,ชาเปโก,Chapecó Green,,,Chapecó Zieleń,,
BrazilA_OperárioFerroviário,Ponta Grossa BW,Ponta Grossa BW,Ponta Grossa BW,Ponta Grossa BW,Ponta Grossa BW,ポンタグロッサ・BW,Ponta Grossa PB,Ponta Grossa BW,蓬塔格罗萨 黑白,蓬塔格羅薩 黑白,蓬塔格羅薩 黑白,폰타그로사 BW,بونتا جروسا بي دبليو,Ponta Grossa BW,Ponta Grossa BW,Ponta Grossa BW,ปอนตากรอสซา BW,Ponta Grossa BW,,,Ponta Grossa BW,,
BrazilA_ItuanoSociedadeCivil,Itu,Itu,Itu,Itu,Itu,イトゥー,Itu,Иту,伊图,伊圖,伊圖,이투,إيتوانو,Itu,Itu,Itu,อิตู,Itu,,,Itu,,
BrazilA_AssociaçãoAtléticaPontePreta,Campinas BW,Campinas BW,Campinas BW,Campinas BW,Campinas BW,カンピーナス・BW,Campinas PB,Campinas BW,坎皮纳斯 黑白,坎皮納斯 黑白,坎皮納斯 黑白,캄피나스 BW,كامبيناس بي دبليو,Campinas BW,Campinas BW,Campinas BW,คัมปีนาส BW,Campinas BW,,,Campinas BW,,
BrazilA_CentroSportivoAlagoano,Maceió Blue,Maceió Blue,Maceió Blue,Maceió Blue,Maceió Blue,マルセロ・ブルー,Maceió Azul,Maceió Blue,马塞约 蓝,馬塞約 藍,馬塞約 藍,마세이오 블루,ماسيو بلو,Maceió Blue,Maceió Blue,Maceió Blue,มาเซโอ้บลู,Maceió Blue,,,Maceió Błękit,,
BrazilA_ClubeNáuticoCapibaribe,Recife Red,Recife Red,Recife Red,Recife Red,Recife Red,レシフェ・レッド,Recife Vermelho,Recife Red,累西腓 红,累西腓 紅,累西腓 紅,헤시피 레드,ريسيفي ريد,Recife Red,Recife Red,Recife Red,เรซีฟีเรด,Recife Red,,,Recife Czerwień,,
BrazilA_GuaraniFutebolClube,Campinas Green,Campinas Green,Campinas Green,Campinas Green,Campinas Green,カンピーナス・グリーン,Campinas Verde,Campinas Green,坎皮纳斯 绿,坎皮納斯 綠,坎皮納斯 綠,캄피나스 그린,كامبيناس جرين,Campinas Green,Campinas Green,Campinas Green,คัมปีนาส กรีน,Campinas Green,,,Campinas Zieleń,,
BrazilA_VilaNova,Goiânia Red,Goiânia Red,Goiânia Red,Goiânia Red,Goiânia Red,ゴイアニア・レッド,Goiânia Vermelho,Goiânia Red,戈亚尼亚 红,戈亞尼亞 紅,戈亞尼亞 紅,고이아니아 레드,جويانيا ريد,Goiânia Red,Goiânia Red,Goiânia Red,โกยานาเรด,Goiânia Red,,,Goiânia Czerwień,,
BrazilA_CoritibaFootBallClub,Curitiba Green,Curitiba Green,Curitiba Green,Curitiba Green,Curitiba Green,クリチバ・グリーン,Curitiba Verde,Curitiba Green,科里蒂巴 绿,科里蒂巴 綠,科里蒂巴 綠,쿠리치바 그린,كوريتيبا جرين,Curitiba Green,Curitiba Green,Curitiba Green,กูรีตีบากรีน,Curitiba Green,,,Curitiba Zieleń,,
BrazilA_AtléticoGoianiense,Goiânia Black,Goiânia Black,Goiânia Black,Goiânia Black,Goiânia Black,ゴイアニア・ブラック,Goiânia Preto,Goiânia Black,戈亚尼亚 黑,戈亞尼亞 黑,戈亞尼亞 黑,고이아니아 블랙,جويانيا بلاك,Goiânia Black,Goiânia Black,Goiânia Black,โกยานาเรดแบล็ค,Goiânia Black,,,Goiânia Czerń,,
BrazilA_MirassolFutebolClube,Mirassol,Mirassol,Mirassol,Mirassol,Mirassol,ミラソル,Mirassol,Мирасол,迈拉索尔,邁拉索爾,邁拉索爾,미라솔,ميراسول,Mirassol,Mirassol,Mirassol,มิราโซล,Mirassol,,,Mirassol,,
BrazilA_PaysanduSportClub,Belém Blue,Belém Blue,Belém Blue,Belém Blue,Belém Blue,ベレン・ブルー,Belém Azul,Belém Blue,贝伦 蓝,貝倫 藍,貝倫 藍,벨렝 블루,بيليم بلو,Belém Blue,Belém Blue,Belém Blue,เบเลมบลู,Belém Blue,,,Belém Błekit,,
BrazilA_FigueirenseFC,Florianópolis Green,Florianópolis Green,Florianópolis Green,Florianópolis Green,Florianópolis Green,フロリアノーポリス・グリーン,Florianópolis Verde,Florianópolis Green,弗洛里亚诺波利斯 绿,弗洛里亞諾波利斯 綠,弗洛里亞諾波利斯 綠,플로리아노폴리스 그린,فلوريانوبوليس جرين,Florianópolis Green,Florianópolis Green,Florianópolis Green,โฟลเรียนอโปลิสกรีน,Florianópolis Green,,,Florianópolis Zieleń,,
BrazilA_VoltaRedondaFC,Volta Redonda,Volta Redonda,Volta Redonda,Volta Redonda,Volta Redonda,ヴォルタ・レドンダ,Volta Redonda,Волта-Редонда,沃尔塔雷东达,沃爾塔雷東達,沃爾塔雷東達,볼타 레돈다,فولتا ريدوندا,Volta Redonda,Volta Redonda,Volta Redonda,โวลตา เรดอนดา,Volta Redonda,,,Volta Redonda,,
BrazilA_ABCFutebolClube,Natal,Natal,Natal,Natal,Natal,ナタール,Natal,Натал,纳塔尔,納塔爾,納塔爾,나타우,ناتال,Natal,Natal,Natal,นาเตา,Natal,,,Natal,,
BrazilA_EsporteClubeVitória,Salvador RB,Salvador RB,Salvador RB,Salvador RB,Salvador RB,サルバドール・RB,Salvador VP,Salvador RB,萨尔瓦多 红黑,薩爾瓦多 紅黑,薩爾瓦多 紅黑,살바도르 RB,سلفادور ر.ب,Salvador RB,Salvador RB,Salvador RB,ซัลวาดอร์ RB,Salvador RB,,,Salvador RB,,
BrazilA_AssociaçãoAtléticaAparecidense,Aparecida de Goiânia,Aparecida de Goiânia,Aparecida de Goiânia,Aparecida de Goiânia,Aparecida de Goiânia,アパレシダ・デ・ゴイアニア,Aparecida de Goiânia,Апаресида-ди-Гояния,阿帕雷西达迪戈亚尼亚,阿帕雷西達迪戈亞尼亞,阿帕雷西達迪戈亞尼亞,아파레시다지고이아니아,أباريسيدا دي غويانيا,Aparecida de Goiânia,Aparecida de Goiânia,Aparecida de Goiania,อปาเรซิดา เด โกยาเนีย,Aparecida de Goiânia,,,Aparecida de Goiânia,,
BrazilA_YpirangaFutebolClube,Erechim,Erechim,Erechim,Erechim,Erechim,エレキム,Erechim,Эрешин,埃雷欣,埃雷欣,埃雷欣,에레킴,إريتشيم,Erechim,Erechim,Erechim,เอเรคิม,Erechim,,,Erechim,,
BrazilA_ClubedoRemo,Belém Black,Belém Black,Belém Black,Belém Black,Belém Black,ベレン・ブラック,Belém Preto,Belém Black,贝伦 黑,貝倫 黑,貝倫 黑,벨렝 블랙,بيليم بلاك,Belém Black,Belém Black,Belém Black,เบเลมแบล็ค,Belém Black,,,Belém Czerń,,
BrazilA_ManausFutebolClube,Manaus,Manaus,Manaus,Manaus,Manaos,マナウス,Manaus,Манаус,马瑙斯,馬瑙斯,馬瑙斯,마나우스,ماناوس,Manaus,Manaus,Manaus,มาเนาช์,Manaus,,,Manaus,,
SwissA_Basel,Basel,Bâle,Basilea,Basel,Basilea,バーゼル,Basel,Базель,巴塞尔,巴塞爾,巴塞爾,바젤,باسل,Bazel,Basel,Basel,บาเซิล,Basel,,,Bazylea,,
SwissA_BSCYoungBoys,Berne,Berne,Berna,Bern,Berna,ベルン,Berna,Берн,伯尔尼,年青人,年青人,베른,برن,Berne,Bern,Berne,เบิร์น,Berne,,,Berne,,
SwissA_FussballclubSt.Gallen,St. Gallen,Saint-Gall,San Gallo,St. Gallen,St. Gallen,ザンクトガレン,St. Gallen,Санкт-Галлен,圣加伦,聖加倫,聖加倫,장크트갈렌,سانت غالن,St. Gallen,St. Gallen,St. Gallen,เซนต์กัลเลน,St. Gallen,,,St. Gallen,,
SwissA_Servette,Geneva,Genève,Ginevra,Genf,Ginebra,ジュネーブ,Genebra,Женева,塞尔维特,塞維特,塞維特,제네바,جنيف,Genève,Cenevre,Jenewa,เจนีวา,Geneva,,,Genewa,,
SwissA_FCLugano,Lugano,Lugano,Lugano,Lugano,Lugano,ルガーノ,Lugano,Лугано,卢加诺,盧加諾,盧加諾,루가노,لوغانو,Lugano,Lugano,Lugano,ลูกาโน,Lugano,,,Lugano,,
SwissA_Lucerne,Lucerne,Luzerne,Lucerna,Luzerne,Lucerna,ルツェルン,Luzerna,Люцерн,卢塞恩,琉森,琉森,루체른,لوسيرن,Luzern,Lucerne,Luzern,ลูเซิร์น,Lucerne,,,Lucerna,,
