id,name,area
1448,Wolff,22
1449,Pfeiffer,22
1450,Gruber,23
1451,Huber,23
1452,Bauer,23
1453,Wagner,23
1454,Müller,23
1455,Pichler,23
1456,Steiner,23
1457,Moser,23
1458,Mayer,23
1459,Hofer,23
1460,Leitner,23
1461,Berger,23
1462,Fuchs,23
1463,Eder,23
1464,Fischer,23
1465,Schmid,23
1466,Winkler,23
1467,Weber,23
1468,Schwarz,23
1469,Maier,23
1470,Schneider,23
1471,Reiter,23
1472,Mayr,23
1473,Schmidt,23
1474,Wimmer,23
1475,Egger,23
1476,Brunner,23
1477,Lang,23
1478,Baumgartner,23
1479,Auer,23
1480,Binder,23
1481,Lechner,23
1482,Wolf,23
1483,Wallner,23
1484,Aigner,23
1485,Ebner,23
1486,Koller,23
1487,Lehner,23
1488,Haas,23
1489,Schuster,23
1490,Heilig,23
1491,Nagy,24
1492,Horváth,24
1493,Kovács,24
1494,Szabó,24
1495,Tóth,24
1496,Varga,24
1497,Kiss,24
1498,Molnár,24
1499,Németh,24
1500,Farkas,24
1501,Balogh,24
1502,Papp,24
1503,Takács,24
1504,Juhász,24
1505,Lakatos,24
1506,Mészáros,24
1507,Oláh,24
1508,Simon,24
1509,Rácz,24
1510,Fekete,24
1511,Bianchi,25
1512,Bernasconi,25
1513,Fontana,25
1514,Crivelli,25
1515,Galli,25
1516,Cereghetti,25
1517,Colombo,25
1518,Rossi,25
1519,Ferrari,25
1520,Cavadini,25
1521,Sante,25
1522,Ravelli,25
1523,Giovanni,25
1524,Piero,25
1525,Müller,25
1526,Meier,25
1527,Schmid,25
1528,Keller,25
1529,Weber,25
1530,Huber,25
1531,Meyer,25
1532,Schneider,25
1533,Steiner,25
1534,Fischer,25
1535,Brunner,25
1536,Baumann,25
1537,Gerber,25
1538,Frei,25
1539,Moser,25
1540,Nowak,26
1541,Kowalski,26
1542,Wiśniewski,26
1543,Wójcik,26
1544,Kowalczyk,26
1545,Kamiński,26
1546,Lewandowski,26
1547,Zieliński,26
1548,Szymański,26
1549,Woźniak,26
1550,Dąbrowski,26
1551,Kozłowski,26
1552,Jankowski,26
1553,Mazur,26
1554,Kwiatkowski,26
1555,Wojciechowski,26
1556,Krawczyk,26
1557,Kaczmarek,26
1558,Piotrowski,26
1559,Grabowski,26
1560,Silva,27
1561,Santos,27
1562,Ferreira,27
1563,Pereira,27
1564,Oliveira,27
1565,Costa,27
1566,Rodrigues,27
1567,Martins,27
1568,Jesus,27
1569,Sousa,27
1570,Fernandes,27
1571,Gonçalves,27
1572,Gomes,27
1573,Lopes,27
1574,Marques,27
1575,Alves,27
1576,Almeida,27
1577,Ribeiro,27
1578,Pinto,27
1579,Carvalho,27
1580,Teixeira,27
1581,Moreira,27
1582,Correia,27
1583,Mendes,27
1584,Nunes,27
1585,Soares,27
1586,Vieira,27
1587,Monteiro,27
1588,Cardoso,27
1589,Rocha,27
1590,Neves,27
1591,Coelho,27
1592,Cruz,27
1593,Cunha,27
1594,Pires,27
1595,Ramos,27
1596,Reis,27
1597,Simões,27
1598,Antunes,27
1599,Matos,27
1600,Fonseca,27
1601,Machado,27
1602,Araújo,27
1603,Barbosa,27
1604,Tavares,27
1605,Lourenço,27
1606,Castro,27
1607,Figueiredo,27
1608,Azevedo,27
1609,Freitas,27
1610,García,29
1611,Fernández,29
1612,González ,29
1613,Rodríguez,29
1614,López,29
1615,Martínez,29
1616,Sánchez,29
1617,Pérez,29
1618,Martín,29
1619,Gómez,29
1620,Ruiz,29
1621,Hernández,29
1622,Jiménez,29
1623,Díaz,29
1624,Álvarez,29
1625,Moreno,29
1626,Munoz,29
1627,Alonso,29
1628,Gutiérrez,29
1629,Romero,29
1630,Navarro,29
1631,Torres,29
1632,Domínguez,29
1633,Gil,29
1634,Vázquez,29
1635,Serrano,29
1636,Ramos,29
1637,Blanco,29
1638,Sanz,29
1639,Castro,29
1640,Suárez,29
1641,Ortega,29
1642,Rubio,29
1643,Molina,29
1644,Delgado,29
1645,Ramírez,29
1646,Morales,29
1647,Ortiz,29
1648,Marín,29
1649,Iglesias,29
1650,González,29
1651,Rodríguez,29
1652,Hernández,29
1653,Pérez,29
1654,García,29
1655,Martín,29
1656,Santana,29
1657,Díaz,29
1658,Suárez,29
1659,Sánchez,29
1660,López,29
1661,Cabrera,29
1662,Ramos,29
1663,Medina,29
1664,Fernández,29
1665,Morales,29
1666,Delgado,29
1667,Marrero,29
1668,León,29
1669,Alonso,29
1670,Herrera,29
1671,Cruz,29
1672,Domínguez,29
1673,Gutiérrez,29
1674,Reyes,29
1675,Torres,29
1676,Alvarez,29
1677,Rivero,29
1678,Armas,29
1679,Trujillo,29
1680,González,30
1681,Munoz,30
1682,Rojas,30
1683,Díaz,30
1684,Pérez,30
1685,Soto,30
1686,Contreras,30
1687,Silva,30
1688,Martínez,30
1689,Sepúlveda,30
1690,Morales,30
1691,Rodríguez,30
1692,López,30
1693,Fuentes,30
1694,Hernández,30
1695,Torres,30
1696,Araya,30
1697,Flores,30
1698,Espinoza,30
1699,Valenzuela,30
1700,Castillo,30
1701,Ramírez,30
1702,Reyes,30
1703,Gutiérrez,30
1704,Castro,30
1705,Vargas,30
1706,Álvarez,30
1707,Vásquez,30
1708,Tapia,30
1709,Fernández,30
1710,Sánchez,30
1711,Carrasco,30
1712,Gómez,30
1713,Cortés,30
1714,Herrera,30
1715,Núnez,30
1716,Jara,30
1717,Vergara,30
1718,Rivera,30
1719,Figueroa,30
1720,Riquelme,30
1721,García,30
1722,Miranda,30
1723,Bravo,30
1724,Vera,30
1725,Molina,30
1726,Vega,30
1727,Campos,30
1728,Sandoval,30
1729,Orellana,30
1730,Zúniga,30
1731,Olivares,30
1732,Alarcón,30
1733,Gallardo,30
1734,Ortiz,30
1735,Garrido,30
1736,Salazar,30
1737,Guzmán,30
1738,Henríquez,30
1739,Saavedra,30
1740,Navarro,30
1741,Aguilera,30
1742,Parra,30
1743,Romero,30
1744,Aravena,30
1745,Pizarro,30
1746,Godoy,30
1747,Pena,30
1748,Cáceres,30
1749,Leiva,30
1750,Escobar,30
1751,Yánez,30
1752,Valdés,30
1753,Vidal,30
1754,Salinas,30
1755,Cárdenas,30
1756,Jiménez,30
1757,Ruiz,30
1758,Lagos,30
1759,Maldonado,30
1760,Bustos,30
1761,Medina,30
1762,Pino,30
1763,Palma,30
1764,Moreno,30
1765,Sanhueza,30
1766,Carvajal,30
1767,Navarrete,30
1768,Sáez,30
1769,Alvarado,30
1770,Donoso,30
1771,Poblete,30
1772,Bustamante,30
1773,Toro,30
1774,Ortega,30
1775,Venegas,30
1776,Guerrero,30
1777,Paredes,30
1778,Farías,30
1779,San Martín,30
1780,Rodriguez,31
1781,Perez,31
1782,Gonzalez,31
1783,Hernandez,31
1784,Garcia,31
1785,Martinez,31
1786,Diaz,31
1787,Fernandez,31
1788,Lopez,31
1789,Alvarez,31
1790,Sanchez,31
1791,Cuba,31
1792,Suarez,31
1793,Torres,31
1794,Gomez,31
1795,Cruz,31
1796,Valdes,31
1797,Reyes,31
1798,Herrera,31
1799,Morales,31
1800,Ramirez,31
1801,Gonzales,31
1802,Ramos,31
1803,Cabrera,31
1804,Alfonso,31
1805,Ruiz,31
1806,Acosta,31
1807,Jimenez,31
1808,Guerra,31
1809,Delgado,31
1810,Leon,31
1811,Vazquez,31
1812,Gutierrez,31
1813,Rivero,31
1814,Alonso,31
1815,Dominguez,31
1816,Castro,31
1817,Romero,31
1818,Castillo,31
1819,Rojas,31
1820,Martin,31
1821,Leyva,31
1822,Marrero,31
1823,Batista,31
1824,Miranda,31
1825,Blanco,31
1826,Nunez,31
1827,Pena,31
1828,Moreno,31
1829,Fuentes,31
1830,Medina,31
1831,Molina,31
1832,Santana,31
1833,Fonseca,31
1834,Espinosa,31
1835,Rodrguez,31
1836,Arias,31
1837,Abreu,31
1838,Mendez,31
1839,Montero,31
1840,Pupo,31
1841,Roque,31
1842,Hernndez,31
1843,Ortiz,31
1844,Iglesias,31
1845,Garca,31
1846,Mesa,31
1847,Zamora,31
1848,Machado,31
1849,Sosa,31
1850,Gil,31
1851,Benitez,31
1852,Lorenzo,31
1853,Ortega,31
1854,Santos,31
1855,Ferrer,31
1856,Vega,31
1857,Hidalgo,31
1858,Velazquez,31
1859,Castellanos,31
1860,Estrada,31
1861,Tamayo,31
1862,Morejon,31
1863,Bravo,31
1864,Mora,31
1865,Rivera,31
1866,Aguilar,31
1867,Silva,31
1868,Soto,31
1869,Padron,31
1870,Borges,31
1871,Caballero,31
1872,Menendez,31
1873,Quintana,31
1874,Aguilera,31
1875,Bermudez,31
1876,Guevara,31
1877,Oliva,31
1878,Avila,31
1879,Marquez,31
1880,Estevez,31
1881,Navarro,31
1882,Guzman,31
1883,Quesada,31
1884,Cardenas,31
1885,Toledo,31
1886,Betancourt,31
1887,Quintero,31
1888,Brito,31
1889,Crespo,31
1890,Chavez,31
1891,Matos,31
1892,Serrano,31
1893,Guerrero,31
1894,Perdomo,31
1895,Vidal,31
1896,Munoz,31
1897,Pedroso,31
1898,Ricardo,31
1899,Linares,31
1900,Naranjo,31
1901,Capote,31
1902,Salazar,31
1903,Rosales,31
1904,Viera,31
1905,Mendoza,31
1906,Martnez,31
1907,Mederos,31
1908,Hechavarria,31
1909,Escalona,31
1910,Santiesteban,31
1911,Montes,31
1912,Llanes,31
1913,Luis,31
1914,Prieto,31
1915,Figueredo,31
1916,Falcon,31
1917,Barrios,31
1918,Paz,31
1919,Cordero,31
1920,Pino,31
1921,Izquierdo,31
1922,Bello,31
1923,Moya,31
1924,Escobar,31
1925,Perera,31
1926,Verdecia,31
1927,Labrada,31
1928,Rivas,31
1929,Bernal,31
1930,Trujillo,31
1931,Carbonell,31
1932,Echevarria,31
1933,Sotolongo,31
1934,Fernndez,31
1935,Smith,31
1936,Duran,31
1937,Vargas,31
1938,Sierra,31
1939,Carballo,31
1940,Arencibia,31
1941,Ojeda,31
1942,Zayas,31
1943,Aguila,31
1944,Otero,31
1945,Aleman,31
1946,Armas,31
1947,Macias,31
1948,Napoles,31
1949,Soler,31
1950,Flores,31
1951,Mena,31
1952,Fundora,31
1953,Snchez,31
1954,Marin,31
1955,Borroto,31
1956,Campos,31
1957,Barrera,31
1958,Pereira,31
1959,Triana,31
1960,Noa,31
1961,Calderon,31
1962,Chacon,31
1963,Infante,31
1964,Lara,31
1965,Rey,31
1966,Duarte,31
1967,Rios,31
1968,Calderín,31
1969,Ponce,31
1970,Salas,31
1971,Carrillo,31
1972,Valle,31
1973,Monteagudo,31
1974,Baez,31
1975,Rosa,31
1976,Lima,31
1977,Zaldivar,31
1978,Figueroa,31
1979,Calvo,31
1980,Martin,32
1981,Durand,32
1982,Bernard,32
1983,Dubois,32
1984,Dupont,32
1985,Michel,32
1986,Petit,32
1987,Thomas,32
1988,Richard,32
1989,Robert,32
1990,Laurent,32
1991,Moreau,32
1992,Nguyen,32
1993,Garcia,32
1994,Simon,32
1995,David,32
1996,Lefebvre,32
1997,Leroy,32
1998,Roux,32
1999,Lambert,32
2000,Bertrand,32
2001,Morel,32
2002,Fournier,32
2003,Vincent,32
2004,Blanc,32
2005,Rousseau,32
2006,Girard,32
2007,Martinez,32
2008,Jean,32
2009,Bonnet,32
2010,Garnier,32
2011,Mercier,32
2012,Legrand,32
2013,Faure,32
2014,Perrin,32
2015,Marie,32
2016,Muller,32
2017,Gauthier,32
2018,Lopez,32
2019,Gautier,32
2020,Cohen,32
2021,Pierre,32
2022,Nicolas,32
2023,Perez,32
2024,Chevalier,32
2025,Fontaine,32
2026,Morin,32
2027,Philippe,32
2028,Duval,32
2029,Boyer,32
2030,Henry,32
2031,Lefevre,32
2032,Francois,32
2033,Mathieu,32
2034,Sanchez,32
2035,Roussel,32
2036,Dumont,32
2037,Meyer,32
2038,Guerin,32
2039,Andre,32
2040,Masson,32
2041,Denis,32
2042,Marchand,32
2043,Levy,32
2044,Robin,32
2045,Dufour,32
2046,Paris,32
2047,Brun,32
2048,Olivier,32
2049,Lemaire,32
2050,Vidal,32
2051,Blanchard,32
2052,Renaud,32
2053,Null,32
2054,Clement,32
2055,Meunier,32
2056,Fabre,32
2057,Roche,32
2058,Joly,32
2059,Arnaud,32
2060,Giraud,32
2061,Gerard,32
2062,Fernandez,32
2063,Lucas,32
2064,Brunet,32
2065,Leroux,32
2066,Barbier,32
2067,Dumas,32
2068,Gaillard,32
2069,Roy,32
2070,Picard,32
2071,da Silva,32
2072,Renard,32
2073,Lacroix,32
2074,Diallo,32
2075,Aubert,32
2076,Roger,32
2077,Rodriguez,32
2078,Colin,32
2079,Noel,32
2080,Schmitt,32
2081,Rolland,32
2082,Leclerc,32
2083,Lemoine,32
2084,Gilbert,32
2085,Louis,32
2086,Dupuis,32
2087,Berger,32
2088,Guillaume,32
2089,Tran,32
2090,Bourgeois,32
2091,Benoit,32
2092,Caron,32
2093,Rey,32
2094,Pereira,32
2095,Gonzalez,32
2096,Daniel,32
2097,Riviere,32
2098,Ferreira,32
2099,Hubert,32
2100,Deschamps,32
2101,Charles,32
2102,Dupuy,32
2103,Leclercq,32
2104,Moulin,32
2105,Baron,32
2106,Pascal,32
2107,Julien,32
2108,Marchal,32
2109,Klein,32
2110,Adam,32
2111,Jacquet,32
2112,Fleury,32
2113,Guillot,32
2114,Gomez,32
2115,Paul,32
2116,Huet,32
2117,Jacques,32
2118,Millet,32
2119,Carpentier,32
2120,Germain,32
2121,Renault,32
2122,Bouvier,32
2123,Leblanc,32
2124,Lecomte,32
2125,Guyot,32
2126,Charpentier,32
2127,Ait,32
2128,Schneider,32
2129,Aubry,32
2130,Bertin,32
2131,Boucher,32
2132,Wang,32
2133,Rodrigues,32
2134,Maillard,32
2135,Langlois,32
2136,Weber,32
2137,Breton,32
2138,Antoine,32
2139,Bailly,32
2140,Royer,32
2141,Perrier,32
2142,Cousin,32
2143,Collet,32
2144,Poirier,32
2145,Lebrun,32
2146,Pons,32
2147,Besson,32
2148,Leger,32
2149,Perrot,32
2150,Li,32
2151,Thierry,32
2152,Pelletier,32
2153,Didier,32
2154,Remy,32
2155,Le,32
2156,Marty,32
2157,Alexandre,32
2158,Costa,32
2159,Martins,32
2160,Hamon,32
2161,Etienne,32
2162,dos Santos,32
2163,Chevallier,32
2164,Fernandes,32
2165,le Gall,32
2166,Herve,32
2167,Mallet,32
2168,Ruiz,32
2169,Jacob,32
2170,Menard,32
2171,Michaud,32
2172,Saint,32
2173,Perret,32
2174,Maman,32
2175,Gillet,32
2176,Chauvin,32
2177,le Roux,32
2178,Vasseur,32
2179,Lamy,32
2180,Smith,33
2181,Brown,33
2182,Tremblay,33
2183,Martin,33
2184,Lee,33
2185,Roy,33
2186,Wilson,33
2187,Gagnon,33
2188,Macdonald,33
2189,Johnson,33
2190,Taylor,33
2191,Campbell,33
2192,Jones,33
2193,Anderson,33
2194,Williams,33
2195,Miller,33
2196,Thompson,33
2197,Cote,33
2198,Wong,33
2199,White,33
2200,Gauthier,33
2201,Leblanc,33
2202,Young,33
2203,Morin,33
2204,Scott,33
2205,Stewart,33
2206,Bouchard,33
2207,Moore,33
2208,Chan,33
2209,Robinson,33
2210,Pelletier,33
2211,Singh,33
2212,Lavoie,33
2213,Li,33
2214,Reid,33
2215,Ross,33
2216,Belanger,33
2217,Levesque,33
2218,Clark,33
2219,Fortin,33
2220,Johnston,33
2221,Walker,33
2222,Thomas,33
2223,King,33
2224,Wang,33
2225,Murphy,33
2226,Wright,33
2227,Murray,33
2228,Mitchell,33
2229,Landry,33
2230,Bergeron,33
2231,Gagne,33
2232,Boucher,33
2233,McDonald,33
2234,Clarke,33
2235,Chen,33
2236,Poirier,33
2237,Richard,33
2238,Davis,33
2239,Kelly,33
2240,Lewis,33
2241,Fraser,33
2242,Graham,33
2243,Jackson,33
2244,Girard,33
2245,Patel,33
2246,Baker,33
2247,Simard,33
2248,Hall,33
2249,Hill,33
2250,Wood,33
2251,Caron,33
2252,Harris,33
2253,Zhang,33
2254,Green,33
2255,Roberts,33
2256,Bell,33
2257,Fournier,33
2258,Beaulieu,33
2259,Nguyen,33
2260,Kennedy,33
2261,Allen,33
2262,Watson,33
2263,Robertson,33
2264,Liu,33
2265,Khan,33
2266,Hamilton,33
2267,Grant,33
2268,Lapointe,33
2269,Adams,33
2270,Ouellet,33
2271,Morrison,33
2272,Evans,33
2273,Cameron,33
2274,Cloutier,33
2275,Kim,33
2276,Lefebvre,33
2277,Armstrong,33
2278,Phillips,33
2279,Turner,33
2280,Peters,33
2281,Edwards,33
2282,Cook,33
2283,Gill,33
2284,Dube,33
2285,Desjardins,33
2286,Nadeau,33
2287,Cooper,33
2288,Ferguson,33
2289,Marshall,33
2290,Michaud,33
2291,Bennett,33
2292,Gray,33
2293,Nelson,33
2294,Simpson,33
2295,Poulin,33
2296,Hebert,33
2297,Collins,33
2298,Cormier,33
2299,St-Pierre,33
2300,McLean,33
2301,Harvey,33
2302,Ward,33
2303,Martel,33
2304,Russell,33
2305,Morris,33
2306,Shaw,33
2307,Boudreau,33
2308,Paquette,33
2309,Parker,33
2310,Couture,33
2311,Bedard,33
2312,Leclerc,33
2313,Lambert,33
2314,Davidson,33
2315,Henderson,33
2316,Hunter,33
2317,Arsenault,33
2318,Lessard,33
2319,Lalonde,33
2320,Grenier,33
2321,James,33
2322,Cyr,33
2323,Gilbert,33
2324,Carter,33
2325,Gallant,33
2326,Walsh,33
2327,Bernier,33
2328,Elliott,33
2329,Harrison,33
2330,Proulx,33
2331,Richardson,33
2332,Mackenzie,33
2333,Foster,33
2334,Blais,33
2335,Lam,33
2336,Gordon,33
2337,Fisher,33
2338,Hughes,33
2339,Dupuis,33
2340,Lemieux,33
2341,Gibson,33
2342,Demers,33
2343,Morgan,33
2344,Friesen,33
2345,Rogers,33
2346,Ryan,33
2347,Lachance,33
2348,Turcotte,33
2349,Wu,33
2350,Beaudoin,33
2351,Patterson,33
2352,Gosselin,33
2353,Bailey,33
2354,Leung,33
2355,Thomson,33
2356,Theriault,33
2357,Tran,33
2358,Black,33
2359,Langlois,33
2360,McLeod,33
2361,Perron,33
2362,Rose,33
2363,Savard,33
2364,Mercier,33
2365,Maclean,33
2366,MacLeod,33
2367,Bernard,33
2368,McKay,33
2369,Davies,33
2370,Mills,33
2371,Thibault,33
2372,Fortier,33
2373,Ng,33
2374,Schmidt,33
2375,Yang,33
2376,Perreault,33
2377,Robert,33
2378,Stevens,33
2379,Villeneuve,33
2380,Peeters,34
2381,Janssens,34
2382,Maes,34
2383,Jacobs,34
2384,Mertens,34
2385,Willems,34
2386,Goossens,34
2387,Wouters,34
2388,Claes,34
2389,Vermeulen,34
2390,Hermans,34
2391,de Smet,34
2392,Pauwels,34
2393,Aerts,34
2394,Martens,34
2395,Michiels,34
2396,Dubois,34
2397,Desmet,34
2398,de Vos,34
2399,Dupont,34
2400,Janssen,34
2401,Smets,34
2402,Claeys,34
2403,van Damme,34
2404,Hendrickx,34
2405,Lambert,34
2406,Stevens,34
2407,van de Velde,34
2408,Devos,34
2409,Coppens,34
2410,Segers,34
2411,de Clercq,34
2412,Lemmens,34
2413,Smet,34
2414,de Backer,34
2415,Wauters,34
2416,Verhoeven,34
2417,van den Broeck,34
2418,Cools,34
2419,Dumont,34
2420,Declercq,34
2421,Timmermans,34
2422,Moens,34
2423,Verstraete,34
2424,Lauwers,34
2425,de Meyer,34
2426,de Smedt,34
2427,Leroy,34
2428,Martin,34
2429,Vandenberghe,34
2430,Verheyen,34
2431,de Wilde,34
2432,de Ridder,34
2433,Vermeiren,34
2434,Baert,34
2435,Lenaerts,34
2436,Jansen,34
2437,Thys,34
2438,Geerts,34
2439,Lambrechts,34
2440,Cornelis,34
2441,de Pauw,34
2442,van den Bossche,34
2443,Bauwens,34
2444,Verbeke,34
2445,Verlinden,34
2446,Bogaert,34
2447,Pieters,34
2448,Bogaerts,34
2449,Leclercq,34
2450,Michel,34
2451,Verschueren,34
2452,Verstraeten,34
2453,Lejeune,34
2454,Denis,34
2455,Bosmans,34
2456,Laurent,34
2457,Petit,34
2458,de Cock,34
2459,De,34
2460,Vandamme,34
2461,Beckers,34
2462,Somers,34
2463,Claessens,34
2464,Verhaeghe,34
2465,Vermeersch,34
2466,Renard,34
2467,Gerard,34
2468,Christiaens,34
2469,Goethals,34
2470,Simon,34
2471,van Dyck,34
2472,Verbruggen,34
2473,Simons,34
2474,Heylen,34
2475,Lemaire,34
2476,Francois,34
2477,Wuyts,34
2478,Lefebvre,34
2479,Thomas,34
2480,Marchal,34
2481,Vos,34
2482,Verbeeck,34
2483,Carlier,34
2484,Callens,34
2485,Verhaegen,34
2486,Bertrand,34
2487,Ceulemans,34
2488,Smeets,34
2489,Thijs,34
2490,Roels,34
2491,Raes,34
2492,Lievens,34
2493,Dierckx,34
2494,Nijs,34
2495,Lefevre,34
2496,Charlier,34
2497,Deprez,34
2498,van Acker,34
2499,D'Hondt,34
2500,Vercruysse,34
2501,Moreau,34
2502,Gielen,34
2503,de Groote,34
2504,Vandevelde,34
2505,Verhelst,34
2506,de Bruyn,34
2507,van Hoof,34
2508,Legrand,34
2509,Matthys,34
2510,de Winter,34
2511,Mortier,34
2512,Nys,34
2513,Delvaux,34
2514,Daems,34
2515,van den Bergh,34
2516,Verhulst,34
2517,de Coninck,34
2518,de Witte,34
2519,van Hecke,34
2520,Fontaine,34
2521,Leemans,34
2522,Vercauteren,34
2523,de Coster,34
2524,Jans,34
2525,Huybrechts,34
2526,de Wit,34
2527,Mathieu,34
2528,Andries,34
2529,Verdonck,34
2530,Vandewalle,34
2531,Meert,34
2532,Swinnen,34
2533,Marien,34
2534,van Hove,34
2535,Deckers,34
2536,Cuypers,34
2537,Smits,34
2538,de Bock,34
2539,de Decker,34
2540,Dierickx,34
2541,Bernard,34
2542,Adam,34
2543,Evrard,34
2544,Declerck,34
2545,Jacques,34
2546,Vercammen,34
2547,Luyten,34
2548,Vanneste,34
2549,Coenen,34
2550,Peters,34
2551,Geens,34
2552,Dewulf,34
2553,van den Berghe,34
2554,de Bruyne,34
2555,Mahieu,34
2556,Vervoort,34
2557,Goris,34
2558,Engels,34
2559,de Keyser,34
2560,Parmentier,34
2561,Meeus,34
2562,de Boeck,34
2563,Engelen,34
2564,Lambrecht,34
2565,de Wolf,34
2566,Vandeputte,34
2567,Verheyden,34
2568,de Clerck,34
2569,Robert,34
2570,Dhondt,34
2571,van Daele,34
2572,Vandendriessche,34
2573,Vermeire,34
2574,Bekaert,34
2575,Houben,34
2576,Herman,34
2577,Moons,34
2578,Luyckx,34
2579,Temmerman,34
2580,Meier,35
2581,Schmid,35
2582,Keller,35
2583,Miller,35
2584,Muller,35
2585,Meyer,35
2586,Weber,35
2587,Schneider,35
2588,Huber,35
2589,Fischer,35
2590,Steiner,35
2591,Mueller,35
2592,Baumann,35
2593,Zimmermann,35
2594,Brunner,35
2595,Gerber,35
2596,Moser,35
2597,Frei,35
2598,Graf,35
2599,Widmer,35
2600,Berger,35
2601,Roth,35
2602,Wyss,35
2603,Martin,35
2604,Suter,35
2605,Bachmann,35
2606,Frey,35
2607,Baumgartner,35
2608,Kaufmann,35
2609,Favre,35
2610,Studer,35
2611,Bucher,35
2612,Kunz,35
2613,Koch,35
2614,Lehmann,35
2615,Peter,35
2616,Hofer,35
2617,Michel,35
2618,Fuchs,35
2619,Maurer,35
2620,Pfister,35
2621,Marti,35
2622,Schmidt,35
2623,Hofmann,35
2624,Kohler,35
2625,Schweizer,35
2626,Vogel,35
2627,Garcia,35
2628,Christen,35
2629,Egli,35
2630,Gasser,35
2631,Furrer,35
2632,Wenger,35
2633,Koller,35
2634,Wagner,35
2635,Rey,35
2636,Schwarz,35
2637,Arnold,35
2638,Egger,35
2639,Hauser,35
2640,Lang,35
2641,Ammann,35
2642,Hess,35
2643,Hartmann,35
2644,Blanc,35
2645,Bernasconi,35
2646,Hug,35
2647,Weiss,35
2648,Leuenberger,35
2649,Sutter,35
2650,Vogt,35
2651,Stalder,35
2652,Rossi,35
2653,Kuhn,35
2654,Tanner,35
2655,Burri,35
2656,Nguyen,35
2657,Rochat,35
2658,Hunziker,35
2659,Senn,35
2660,Perez,35
2661,Wolf,35
2662,Sommer,35
2663,Blaser,35
2664,Rodriguez,35
2665,Lopez,35
2666,Zbinden,35
2667,Seiler,35
2668,Schuler,35
2669,Kaiser,35
2670,Martinez,35
2671,Beck,35
2672,Lüthi,35
2673,Schumacher,35
2674,Pereira,35
2675,Braun,35
2676,Gonzalez,35
2677,Jost,35
2678,Silva,35
2679,Santos,35
2680,Herzog,35
2681,Bieri,35
2682,Ferreira,35
2683,Fernandez,35
2684,Scherrer,35
2685,Hasler,35
2686,Haas,35
2687,Ackermann,35
2688,Smith,35
2689,Staub,35
2690,Zehnder,35
2691,Imhof,35
2692,Schwab,35
2693,Richard,35
2694,Bauer,35
2695,Lutz,35
2696,Schaller,35
2697,Thomas,35
2698,Walter,35
2699,Ernst,35
2700,Mayer,35
2701,Costa,35
2702,Pittet,35
2703,Bianchi,35
2704,Stucki,35
2705,Perret,35
2706,Kessler,35
2707,Haller,35
2708,Weibel,35
2709,Stocker,35
2710,Buhler,35
2711,Schenk,35
2712,Steiger,35
2713,Ziegler,35
2714,Perrin,35
2715,Lee,35
2716,Hofstetter,35
2717,Simon,35
2718,Maier,35
2719,Rohner,35
2720,Bosshard,35
2721,Blum,35
2722,Portmann,35
2723,Scheidegger,35
2724,Dubois,35
2725,Gross,35
2726,Schnyder,35
2727,Giger,35
2728,Brugger,35
2729,Hoffmann,35
2730,Shaqiri,35
2731,Ulrich,35
2732,Sigrist,35
2733,Clerc,35
2734,Ferrari,35
2735,Meister,35
2736,Walther,35
2737,Sieber,35
2738,Gloor,35
2739,Zaugg,35
2740,Ritter,35
2741,Rossier,35
2742,Lichtsteiner,35
2743,Wirth,35
2744,Winkler,35
2745,Krebs,35
2746,Liechti,35
2747,Benz,35
2748,Siegenthaler,35
2749,Knecht,35
2750,Gisler,35
2751,Da Silva,35
2752,Herrmann,35
2753,Eichenberger,35
2754,Sanchez,35
2755,Steffen,35
2756,Ott,35
2757,Jaggi,35
2758,Grob,35
2759,Bolliger,35
2760,Siegrist,35
2761,Stutz,35
2762,Reymond,35
2763,Wild,35
2764,Probst,35
2765,Kuster,35
2766,Tobler,35
2767,Gaillard,35
2768,Locher,35
2769,Maillard,35
2770,Kern,35
2771,Lanz,35
2772,Forster,35
2773,Odermatt,35
2774,Brun,35
2775,Rohrer,35
2776,Merz,35
2777,Stauffer,35
2778,Morel,35
2779,Stettler,35
2780,Rossi,36
2781,Russo,36
2782,Esposito,36
2783,Ferrari,36
2784,Bianchi,36
2785,Romano,36
2786,Colombo,36
2787,Ricci,36
2788,Marino,36
2789,Franco,36
2790,Giordano,36
2791,Greco,36
2792,Gallo,36
2793,Bruno,36
2794,Conti,36
2795,Mancini,36
2796,Rizzo,36
2797,Costa,36
2798,de Luca,36
2799,Lombardi,36
2800,Moretti,36
2801,Ferrara,36
2802,Mariani,36
2803,Fontana,36
2804,Barbieri,36
2805,Leone,36
2806,Santoro,36
2807,Caruso,36
2808,Rinaldi,36
2809,Galli,36
2810,Longo,36
2811,Martini,36
2812,Villa,36
2813,Conte,36
2814,Marini,36
2815,Gentile,36
2816,Serra,36
2817,Sala,36
2818,Vitale,36
2819,Monti,36
2820,Bianco,36
2821,Martinelli,36
2822,Gatti,36
2823,Messina,36
2824,D'Angelo,36
2825,Coppola,36
2826,Ferri,36
2827,Parisi,36
2828,Amato,36
2829,Fiore,36
2830,Lombardo,36
2831,Marchetti,36
2832,Morelli,36
2833,Grassi,36
2834,Null,36
2835,Pellegrini,36
2836,Fabbri,36
2837,Palumbo,36
2838,de Angelis,36
2839,Grasso,36
2840,Ferraro,36
2841,de Santis,36
